#{"t_start": 1627866007.343853, "env_id": "SlimeVolley-v0"}
r,l,t
-4,564,3595.983017
-5,473,3596.500481
-5,395,3596.925208
-5,707,3597.723483
-5,459,3598.18619
-5,632,3598.810343
-4,620,3599.51039
-5,628,3600.235638
-5,510,3600.785874
-5,666,3601.396359
-5,489,3601.843033
-4,744,3602.599633
-5,675,3603.276402
-5,646,3603.939647
-5,509,3604.444973
-5,438,3604.870559
-5,674,3605.581414
-5,885,3606.581695
-5,941,3607.618345
-5,611,3608.278658
-3,765,3609.072099
-5,616,3609.742236
-5,775,3610.557079
-5,426,3610.985341
-3,627,3611.61814
-5,799,3612.534633
-5,799,3613.476153
-5,967,3614.485696
-5,524,3615.107299
-5,664,3615.779611
-5,539,3616.37237
-4,789,3617.22761
-5,575,3617.865392
-5,413,3618.330101
-5,921,3619.368793
-5,653,3620.034263
-5,592,3620.662562
-5,528,3621.268605
-5,556,3621.834654
-5,462,3622.326369
-5,431,3622.801253
-5,823,3623.760317
-5,477,3624.309244
-5,571,3624.968443
-5,474,3625.502189
-5,704,3626.25773
-5,471,3626.769976
-5,499,3627.320183
-4,614,3628.04169
-5,921,3628.989282
-5,450,3629.46383
-5,572,3630.095655
-5,696,3630.85708
-4,554,3631.433518
-4,609,3632.065343
-5,643,3632.791805
-5,621,3633.459085
-5,561,3634.057356
-5,620,3634.777125
-5,699,3635.498585
-5,639,3636.201061
-5,437,3636.668185
-5,820,3637.586938
-5,817,3638.461906
-4,688,3639.169734
-4,566,3639.750991
-5,515,3640.305397
-5,496,3640.841778
-5,459,3641.325123
-5,725,3642.08739
-5,711,3642.871892
-5,535,3643.461
-5,828,3644.278299
-5,709,3645.033992
-5,603,3645.680296
-5,458,3646.144089
-5,538,3646.705787
-5,443,3647.157951
-4,483,3647.661933
-5,637,3648.306599
-5,694,3649.044232
-5,544,3649.63143
-5,523,3650.170422
-5,761,3651.032116
-5,585,3651.661398
-5,722,3652.442997
-5,605,3653.046546
-5,858,3653.980651
-5,500,3654.491475
-5,493,3655.028117
-5,476,3655.540218
-4,778,3656.37449
-5,746,3657.153967
-5,683,3657.909219
-5,508,3658.460433
-5,621,3659.127916
-5,663,3659.796208
-5,603,3660.426491
-3,753,3661.277097
-4,514,3661.828283
-4,663,3662.496648
-5,571,3663.131836
-5,654,3663.787688
-5,556,3664.345368
-5,469,3664.788728
-5,664,3665.444667
-4,685,3666.143842
-5,455,3666.579551
-5,576,3667.176507
-4,699,3667.869245
-5,499,3668.37918
-5,526,3668.895274
-5,508,3669.427187
-5,448,3669.844986
-5,670,3670.543057
-5,761,3671.320044
-5,459,3671.760837
-5,585,3672.345775
-5,547,3672.860093
-5,716,3673.540311
-5,616,3674.126926
-4,816,3674.963124
-5,589,3675.584325
-5,490,3676.102557
-5,867,3676.986044
-5,745,3677.679617
-4,777,3678.391896
-5,757,3679.097198
-5,493,3679.579263
-5,676,3680.219801
-5,773,3680.976428
-4,579,3681.581862
-5,611,3682.19349
-2,782,3682.966717
-5,454,3683.46448
-4,582,3684.053962
-5,571,3684.641546
-5,574,3685.22715
-5,563,3685.828416
-5,787,3686.599903
-5,442,3687.084377
-5,614,3687.699448
-5,584,3688.282959
-5,598,3688.853065
-5,668,3689.501709
-5,683,3690.165423
-5,629,3690.775717
-5,562,3691.309371
-5,526,3691.805455
-5,525,3692.333581
-5,624,3692.951554
-5,686,3693.631116
-5,686,3694.253358
-5,647,3694.859708
-5,420,3695.244825
-5,768,3695.982863
-4,738,3696.648956
-5,669,3697.25374
-5,483,3697.742631
-5,493,3698.213866
-5,442,3698.627265
-5,419,3698.998728
-4,575,3699.5204
-5,426,3699.897661
-5,604,3700.431713
-5,515,3700.875849
-5,655,3701.45928
-4,839,3702.263632
-5,765,3702.977853
-5,537,3703.490384
-5,644,3704.113804
-5,627,3704.747824
-5,516,3705.246396
-5,733,3705.934557
-5,735,3706.612288
-5,799,3707.359512
-5,578,3707.868398
-5,574,3708.400555
-5,662,3709.023383
-5,591,3709.597117
-5,752,3710.286326
-5,500,3710.730295
-5,485,3711.211238
-5,758,3711.941374
-5,481,3712.36796
-5,709,3713.05539
-5,549,3713.633579
-5,671,3714.29977
-5,661,3714.906374
-5,600,3715.470024
-5,741,3716.165847
-5,589,3716.704391
-5,484,3717.119891
-5,537,3717.630657
-5,481,3718.088889
-5,418,3718.450439
-5,646,3719.045026
-5,550,3719.598612
-5,496,3720.062071
-5,788,3720.851242
-4,683,3721.522471
-5,553,3722.0452
-5,597,3722.622587
-5,571,3723.157396
-5,702,3723.820927
-5,762,3724.530639
-5,628,3725.141571
-5,488,3725.562894
-5,711,3726.19029
-5,669,3726.811609
-5,448,3727.214333
-5,574,3727.744359
-5,861,3728.518843
-4,673,3729.131773
-5,740,3729.80391
-5,695,3730.476225
-5,744,3731.161252
-5,826,3731.925889
-5,679,3732.547778
-5,461,3732.960828
-5,454,3733.357122
-5,839,3734.13062
-5,498,3734.586371
-5,506,3735.034973
-5,485,3735.498441
-5,598,3736.036778
-4,644,3736.632363
-5,613,3737.210672
-5,484,3737.664978
-5,647,3738.300735
-5,513,3738.759345
-5,518,3739.212411
-4,674,3739.814167
-5,564,3740.318808
-5,608,3740.864618
-5,503,3741.331836
-4,728,3741.993185
-5,563,3742.554589
-5,462,3743.01424
-5,833,3743.871201
-5,709,3744.568521
-5,541,3745.125586
-5,498,3745.602014
-5,473,3746.054461
-5,511,3746.539392
-5,611,3747.101364
-5,475,3747.607959
-5,605,3748.229187
-5,383,3748.627541
-5,682,3749.320273
-5,475,3749.780787
-5,641,3750.410738
-5,458,3750.866058
-5,497,3751.384028
-5,791,3752.199481
-5,448,3752.637287
-5,509,3753.157993
-4,632,3753.784018
-5,437,3754.197189
-5,772,3767.659877
-5,649,3778.472718
-5,617,3788.755204
-5,854,3802.990076
-5,496,3811.256322
-5,653,3822.140298
-4,622,3832.507584
-5,766,3845.273749
-5,488,3853.406941
-4,722,3865.440267
-5,563,3866.067988
-4,603,3866.683529
-5,494,3867.204911
-5,941,3868.177828
-5,531,3868.71136
-5,499,3869.244315
-4,835,3870.099003
-5,727,3870.834014
-5,864,3871.693419
-5,635,3872.349568
-5,871,3873.225615
-4,783,3874.01374
-5,828,3874.863353
-5,596,3875.465657
-5,702,3876.173012
-5,884,3877.05276
-5,405,3877.475704
-4,574,3878.059898
-5,766,3878.837979
-5,497,3879.331928
-5,547,3879.883309
-5,518,3880.389727
-5,525,3880.939203
-5,822,3881.801954
-5,523,3882.316672
-5,584,3882.904464
-4,677,3883.558458
-5,445,3883.997678
-5,538,3884.566968
-5,526,3885.08283
-5,744,3885.944296
-5,685,3886.604131
-5,644,3887.249126
-5,639,3887.892501
-5,503,3888.39543
-5,719,3889.107491
-5,629,3889.782643
-5,506,3890.304769
-5,970,3891.316012
-5,481,3891.829504
-5,436,3892.294099
-4,712,3893.047706
-5,500,3893.588987
-5,761,3894.351523
-5,474,3894.832885
-5,408,3895.243845
-5,728,3896.001466
-5,559,3896.611793
-5,500,3897.129635
-5,507,3897.65084
-4,827,3898.546351
-5,447,3898.991963
-4,688,3899.71721
-5,572,3900.269185
-5,462,3900.714182
-5,422,3901.117859
-5,496,3901.630296
-5,585,3902.232821
-5,524,3902.819887
-5,419,3903.252201
-5,657,3903.918997
-5,552,3904.476888
-5,537,3905.021785
-5,578,3905.62391
-4,908,3906.589002
-5,842,3907.477517
-5,443,3907.908395
-5,746,3908.651878
-5,485,3909.136237
-5,750,3909.889548
-5,523,3910.413887
-5,508,3910.938283
-5,711,3911.736373
-5,664,3912.416416
-5,480,3912.914845
-5,742,3913.646489
-5,633,3914.298321
-5,455,3914.73111
-5,611,3915.385938
-5,522,3915.906997
-5,757,3916.665615
-5,581,3917.226615
-5,678,3917.976274
-5,550,3918.521918
-5,665,3919.185156
-5,780,3920.049442
-5,867,3920.975804
-4,770,3921.725261
-5,614,3922.350766
-4,842,3923.274929
-5,611,3923.894801
-5,443,3924.346619
-5,619,3924.958759
-5,422,3925.402748
-5,569,3925.987541
-5,684,3926.689192
-5,403,3927.10003
-5,501,3927.618257
-5,577,3928.233506
-5,501,3928.768438
-4,586,3929.353275
-5,594,3929.95865
-4,687,3930.664527
-5,568,3931.244657
-5,674,3931.931777
-5,616,3932.530393
-4,828,3933.357752
-5,737,3934.092672
-5,561,3934.63913
-5,645,3935.286356
-5,465,3935.759992
-4,950,3936.760905
-5,514,3937.292542
-5,634,3937.93631
-5,742,3938.695337
-5,529,3939.249137
-5,797,3940.063244
-5,462,3940.512445
-3,1170,3941.782501
-5,560,3942.36401
-5,810,3943.204458
-5,472,3943.679774
-5,403,3944.076918
-5,704,3944.765437
-4,476,3945.258017
-5,702,3946.012777
-4,788,3946.78399
-5,519,3947.316347
-5,536,3947.856563
-4,555,3948.444077
-5,458,3948.895952
-5,762,3949.666911
-5,535,3950.179962
-5,574,3950.761887
-5,591,3951.311008
-4,932,3952.269117
-5,472,3952.728222
-5,473,3953.213022
-5,726,3954.031175
-5,667,3954.701861
-5,682,3955.377897
-5,745,3956.132094
-4,848,3956.985493
-5,507,3957.485131
-5,752,3958.324424
-5,878,3959.215706
-5,539,3959.761678
-5,788,3960.517744
-5,649,3961.198924
-5,869,3962.086959
-4,695,3962.792724
-5,531,3963.3032
-5,651,3964.011104
-5,586,3964.637086
-4,651,3965.310336
-5,501,3965.840807
-5,700,3966.57888
-5,905,3967.513291
-5,650,3968.186562
-5,575,3968.799157
-5,824,3969.656905
-5,706,3970.347794
-5,786,3971.18648
-5,623,3971.850904
-5,442,3972.290822
-5,495,3972.796465
-5,569,3973.381079
-5,382,3973.7869
-5,482,3974.293789
-5,791,3975.074946
-5,800,3975.856893
-5,926,3976.797326
-5,793,3977.642948
-5,411,3978.055169
-5,767,3978.811388
-5,531,3979.404893
-5,423,3979.860907
-5,611,3980.529492
-5,522,3981.095352
-5,581,3981.74117
-5,747,3982.49423
-5,458,3982.978878
-5,941,3983.9697
-5,510,3984.48087
-5,563,3985.031855
-5,522,3985.541208
-5,697,3986.221981
-5,519,3986.735975
-5,674,3987.410959
-4,585,3988.048568
-5,678,3988.721939
-3,938,3989.682291
-5,885,3990.555734
-5,413,3990.985343
-5,430,3991.44944
-5,644,3992.130402
-5,863,3993.086056
-5,933,3994.121037
-5,506,3994.670151
-5,544,3995.261785
-5,480,3995.762457
-4,558,3996.378289
-5,559,3996.962931
-4,700,3997.676916
-5,519,3998.195679
-5,470,3998.680962
-5,570,3999.261078
-5,760,4000.01229
-5,724,4000.722167
-4,640,4001.40663
-5,439,4001.866386
-5,568,4002.431561
-5,452,4002.885331
-5,526,4003.384585
-5,560,4003.921243
-5,734,4004.629366
-4,566,4005.161756
-5,446,4005.598648
-5,522,4006.104614
-5,507,4006.62174
-5,731,4007.36518
-5,568,4007.93643
-5,431,4008.381028
-3,879,4009.258101
-5,703,4009.972847
-5,453,4010.422286
-4,662,4011.086821
-4,691,4011.791705
-3,820,4012.641999
-5,581,4013.281367
-5,867,4014.241201
-4,996,4015.249846
-5,460,4015.704188
-5,420,4016.129148
-5,606,4016.703177
-5,448,4017.182297
-5,493,4017.663586
-5,535,4018.199181
-5,535,4018.701038
-5,519,4019.185347
-5,502,4019.64084
-5,476,4020.085663
-5,638,4020.700943
-5,1313,4021.961743
-5,574,4022.504919
-5,489,4022.936764
-5,558,4023.482446
-5,687,4024.096744
-5,628,4024.682167
-4,851,4025.52337
-5,488,4025.956768
-5,516,4026.468001
-5,415,4026.861969
-4,698,4027.535271
-5,697,4028.224976
-5,605,4028.827732
-4,927,4029.724516
-5,562,4030.306831
-5,740,4031.072921
-5,807,4031.824333
-5,553,4032.35069
-5,654,4032.980497
-5,723,4033.643856
-5,601,4034.205055
-4,794,4034.997292
-5,537,4035.509435
-5,615,4036.110863
-5,614,4036.713207
-5,571,4037.307456
-5,645,4037.922294
-5,455,4038.373019
-5,776,4039.087089
-5,547,4039.580994
-5,675,4040.193825
-5,486,4040.626634
-5,417,4040.990442
-5,611,4041.53742
-5,645,4042.101708
-5,510,4042.547099
-5,555,4043.02
-5,672,4043.670214
-5,895,4044.507259
-5,586,4045.031107
-5,601,4045.591607
-5,818,4046.357533
-5,558,4046.892679
-5,474,4047.316104
-4,708,4047.979187
-5,543,4048.457208
-4,714,4049.095103
-5,428,4049.484576
-4,732,4050.138063
-5,836,4050.897316
-5,538,4051.401871
-5,694,4052.039763
-5,487,4052.495303
-4,825,4053.216508
-5,496,4053.647658
-5,422,4054.022319
-4,665,4054.590517
-5,487,4055.038438
-5,662,4055.642448
-5,592,4056.217362
-5,543,4056.743436
-5,847,4057.518108
-5,637,4058.105927
-5,619,4058.686466
-5,625,4059.263341
-5,646,4059.848898
-5,611,4060.4282
-5,439,4060.812459
-5,614,4061.374283
-5,545,4061.88334
-5,734,4062.534056
-5,624,4063.077553
-5,491,4063.549774
-5,533,4064.039368
-5,877,4064.866736
-5,517,4065.330047
-5,637,4065.900665
-5,615,4066.487004
-5,402,4066.857708
-5,435,4067.242915
-5,451,4067.65964
-5,559,4068.175386
-5,520,4068.654397
-5,628,4069.210441
-5,546,4069.696756
-5,422,4070.094897
-5,623,4070.658862
-5,750,4071.406908
-5,740,4072.072984
-5,673,4072.674705
-5,563,4073.219497
-3,909,4074.047625
-5,593,4074.565215
-5,570,4075.055074
-5,593,4075.586819
-5,408,4075.939921
-5,671,4076.565938
-5,621,4077.106096
-5,655,4077.710628
-5,495,4078.148326
-4,810,4078.958945
-5,612,4079.494171
-5,662,4080.114416
-5,737,4080.793555
-5,858,4081.599434
-5,449,4081.992095
-5,566,4082.496047
-5,523,4082.953925
-4,994,4083.84829
-5,582,4084.359209
-5,630,4084.933704
-5,629,4085.519774
-4,1036,4086.491723
-5,606,4087.014596
-5,542,4087.519519
-5,542,4088.053851
-5,669,4088.727313
-5,712,4089.437667
-5,684,4090.163287
-5,825,4090.985192
-5,498,4091.461698
-5,543,4092.027552
-5,519,4092.549759
-5,494,4093.044023
-5,640,4093.68008
-5,524,4094.200329
-5,754,4094.913089
-5,611,4095.533586
-5,646,4096.154256
-5,503,4096.677847
-5,813,4097.503099
-5,614,4098.139098
-5,735,4098.837595
-5,463,4099.271791
-5,564,4099.870441
-5,547,4100.406568
-5,468,4100.920973
-5,505,4101.43713
-5,561,4102.001041
-5,717,4102.710093
-5,500,4103.231595
-5,702,4103.939115
-5,533,4104.468161
-4,588,4105.106634
-5,706,4105.811952
-5,624,4106.482932
-5,643,4107.161564
-5,451,4107.622571
-5,496,4108.165549
-5,598,4108.80011
-5,452,4109.260953
-5,517,4109.81333
-5,458,4110.26876
-5,714,4110.938974
-5,444,4111.36196
-5,480,4111.851493
-5,459,4112.353963
-5,491,4112.855278
-5,831,4113.701097
-5,597,4123.910553
-5,436,4131.178383
-5,570,4140.682644
-5,469,4148.495254
-4,767,4161.279419
-5,509,4169.765815
-5,498,4178.06195
-5,495,4186.312399
-5,447,4193.762589
-5,657,4204.713226
-5,634,4205.471516
-5,645,4206.093494
-5,553,4206.652369
-5,447,4207.11799
-4,745,4207.918316
-5,580,4208.483942
-5,580,4209.105529
-5,910,4210.09535
-5,532,4210.646003
-4,624,4211.260939
-5,429,4211.708122
-5,418,4212.174446
-5,567,4212.829417
-5,595,4213.486833
-5,563,4214.097893
-5,712,4214.882158
-5,712,4215.616835
-5,536,4216.228537
-5,816,4217.087692
-5,544,4217.647457
-5,664,4218.321724
-5,569,4218.931802
-5,575,4219.540704
-5,840,4220.471747
-5,452,4220.91728
-5,670,4221.604456
-4,734,4222.431329
-5,716,4223.267519
-3,619,4223.93313
-4,554,4224.509002
-5,413,4224.906183
-5,637,4225.527534
-5,455,4225.983524
-5,688,4226.689146
-5,468,4227.183782
-5,571,4227.775341
-5,734,4228.578026
-5,479,4229.088942
-5,568,4229.697526
-5,716,4230.493838
-5,572,4231.065055
-5,481,4231.585326
-4,672,4232.283973
-5,631,4232.919622
-5,607,4233.555937
-5,805,4234.395031
-5,511,4234.917219
-4,642,4235.544518
-5,572,4236.179812
-5,672,4236.956311
-5,488,4237.472897
-5,608,4238.112622
-5,515,4238.631789
-5,796,4239.577217
-5,637,4240.242042
-5,565,4240.794008
-4,611,4241.423635
-5,461,4241.88031
-4,644,4242.545599
-5,548,4243.108003
-5,439,4243.528616
-5,429,4243.980425
-5,647,4244.619076
-4,537,4245.173352
-5,521,4245.730033
-5,680,4246.431844
-5,409,4246.846692
-5,618,4247.456373
-5,505,4247.964456
-5,789,4248.766591
-5,632,4249.386688
-5,666,4250.060055
-5,771,4250.820078
-5,868,4251.698426
-5,656,4252.349569
-5,517,4252.915041
-5,450,4253.414228
-5,728,4254.131541
-5,673,4254.810564
-4,825,4255.636301
-5,802,4256.437318
-5,676,4257.1405
-5,584,4257.749299
-4,671,4258.402704
-4,808,4259.229512
-5,506,4259.759505
-5,525,4260.278743
-5,553,4260.833835
-4,595,4261.485964
-5,756,4262.26955
-4,785,4263.057518
-5,679,4263.72223
-5,501,4264.228943
-5,602,4264.83027
-5,574,4265.410349
-5,633,4266.044548
-5,545,4266.617961
-5,695,4267.328697
-5,403,4267.727751
-5,582,4268.305633
-5,578,4268.878103
-4,675,4269.571858
-5,495,4270.069969
-5,415,4270.477723
-5,523,4270.999182
-5,554,4271.548977
-4,930,4272.496399
-5,817,4273.335203
-5,548,4273.886655
-5,772,4274.628489
-5,482,4275.121925
-5,608,4275.736119
-5,614,4276.344398
-5,457,4276.81139
-5,560,4277.386601
-5,515,4277.954351
-5,550,4278.537582
-5,513,4279.047998
-5,485,4279.530046
-5,501,4280.066164
-5,450,4280.487398
-5,728,4281.227104
-5,398,4281.611909
-4,842,4282.462375
-5,436,4282.920616
-5,505,4283.489869
-5,632,4284.131359
-5,456,4284.583496
-5,756,4285.345201
-4,651,4285.988451
-5,448,4286.442198
-5,389,4286.846521
-4,792,4287.625332
-4,1013,4288.648191
-5,696,4289.336728
-5,604,4289.932924
-5,600,4290.542035
-5,686,4291.231423
-4,800,4292.038106
-5,628,4292.667585
-5,537,4293.213008
-5,581,4293.799876
-5,622,4294.417134
-5,644,4295.074703
-5,527,4295.603806
-5,557,4296.138243
-5,925,4297.07567
-5,571,4297.643595
-5,512,4298.171775
-5,459,4298.649264
-4,618,4299.255515
-5,919,4300.185697
-5,634,4300.845003
-5,643,4301.566775
-5,622,4302.195164
-5,569,4302.771772
-5,679,4303.486181
-5,499,4304.005011
-5,601,4304.639737
-5,498,4305.1475
-5,531,4305.720679
-5,535,4306.257348
-5,541,4306.833503
-5,447,4307.295069
-5,405,4307.70407
-5,581,4308.298271
-5,458,4308.749006
-5,480,4309.206956
-5,680,4309.875043
-5,501,4310.347154
-5,554,4310.904056
-5,537,4311.445551
-4,596,4312.050097
-5,627,4312.658969
-5,533,4313.190534
-5,460,4313.692596
-4,599,4314.273061
-5,744,4315.009449
-5,692,4315.703967
-5,649,4316.33686
-5,685,4317.046146
-5,595,4317.66503
-5,675,4318.372659
-5,476,4318.878723
-5,578,4319.446287
-5,527,4319.973323
-5,508,4320.529646
-5,456,4320.968738
-5,716,4321.683243
-4,626,4322.294834
-5,607,4322.93422
-5,627,4323.561906
-5,531,4324.081163
-3,914,4325.003569
-5,662,4325.759256
-5,450,4326.229143
-4,710,4327.044089
-5,515,4327.648771
-4,635,4328.319286
-5,457,4328.869352
-5,663,4329.602685
-5,608,4330.263958
-5,581,4330.853758
-5,700,4331.554474
-4,1134,4332.678696
-5,617,4333.27578
-5,531,4333.880185
-5,672,4334.563802
-4,859,4335.48841
-4,781,4336.351736
-5,888,4337.283274
-5,541,4337.908786
-5,530,4338.45449
-5,596,4339.053252
-5,685,4339.724314
-4,940,4340.706958
-5,744,4341.473285
-5,494,4342.001899
-5,703,4342.696298
-5,407,4343.103322
-5,644,4343.757352
-5,532,4344.288582
-5,616,4344.909328
-5,714,4345.594322
-5,697,4346.302685
-3,801,4347.16675
-5,528,4347.699673
-5,550,4348.23458
-5,573,4348.817593
-5,578,4349.416478
-5,536,4349.960045
-4,551,4350.513917
-5,597,4351.105776
-4,721,4351.806694
-5,962,4352.781358
-5,512,4353.315802
-5,980,4354.300411
-4,937,4355.229748
-3,828,4356.051006
-5,544,4356.589719
-5,1023,4357.604519
-5,472,4358.069132
-5,546,4358.61263
-4,838,4359.469392
-5,684,4360.219615
-5,537,4360.83786
-5,729,4361.584697
-5,618,4362.225214
-5,548,4362.76114
-5,492,4363.261639
-5,445,4363.732277
-5,678,4364.458162
-5,843,4365.360087
-5,1028,4366.382102
-5,549,4366.954607
-4,704,4367.644076
-5,530,4368.171696
-5,607,4368.763711
-5,760,4369.52182
-5,648,4370.128966
-5,533,4370.602273
-4,793,4371.323313
-5,457,4371.727311
-5,540,4372.206224
-5,553,4372.721363
-5,582,4373.248995
-5,472,4373.672487
-5,530,4374.178569
-5,488,4374.634209
-5,477,4375.090745
-5,630,4375.675722
-5,550,4376.203804
-4,964,4377.116434
-5,669,4377.750243
-5,747,4378.461261
-4,571,4379.007846
-5,766,4379.740878
-5,599,4380.295648
-5,701,4380.994884
-5,483,4381.470192
-5,900,4382.292965
-5,705,4382.983272
-5,629,4383.614967
-5,568,4384.169673
-5,634,4384.769829
-5,639,4385.385497
-5,600,4385.947427
-5,522,4386.471756
-5,647,4387.122178
-5,749,4387.834528
-5,467,4388.263799
-5,590,4388.841163
-5,825,4389.600219
-4,817,4390.384687
-5,695,4391.074185
-4,671,4391.687301
-5,737,4392.36204
-4,599,4392.899899
-5,545,4393.417574
-5,612,4393.978191
-5,678,4394.613347
-5,543,4395.129113
-5,776,4395.845073
-5,552,4396.329254
-5,417,4396.684926
-5,725,4397.345296
-5,779,4398.057546
-5,585,4398.587782
-4,723,4399.276552
-5,604,4399.834739
-5,726,4400.479848
-5,512,4400.933503
-4,584,4401.444499
-5,637,4402.01803
-5,535,4402.518057
-5,515,4403.001808
-5,651,4403.591194
-5,590,4404.124726
-5,546,4404.633822
-5,598,4405.142292
-5,545,4405.662185
-5,457,4406.065904
-5,569,4406.604754
-5,492,4407.034505
-5,866,4407.825835
-5,408,4408.20858
-5,486,4408.669227
-5,498,4409.136339
-5,636,4409.721417
-4,620,4410.299399
-4,556,4410.804011
-5,585,4411.357703
-5,648,4411.955302
-4,821,4412.703807
-5,539,4413.176904
-5,513,4413.672317
-5,607,4414.240162
-5,513,4414.754427
-5,654,4415.344792
-5,640,4415.915706
-5,596,4416.469528
-5,626,4417.04427
-5,426,4417.426899
-5,718,4418.088935
-4,891,4418.937837
-4,832,4419.688419
-5,572,4420.217192
-5,442,4420.626865
-5,392,4421.013465
-4,875,4421.805349
-5,580,4422.327866
-2,950,4423.213738
-5,457,4423.636061
-5,582,4424.181005
-4,547,4424.691906
-5,572,4425.205594
-5,555,4425.731969
-5,510,4426.19091
-4,627,4426.74957
-5,735,4427.38474
-5,431,4427.820604
-5,581,4428.393117
-4,659,4429.079599
-5,533,4429.616507
-5,489,4430.118466
-4,798,4430.937769
-5,652,4431.587375
-5,685,4432.317971
-5,700,4433.023052
-5,555,4433.615355
-5,872,4434.463242
-5,428,4434.890832
-5,509,4435.398226
-5,757,4436.168765
-5,535,4436.69742
-5,580,4437.249516
-5,487,4437.701603
-4,529,4438.216486
-5,687,4438.926533
-5,539,4439.452858
-5,625,4440.05595
-5,601,4440.667197
-5,453,4441.124985
-5,434,4441.526066
-5,519,4442.087393
-5,508,4442.596879
-5,524,4443.098164
-5,570,4443.655211
-5,505,4444.163555
-5,809,4444.952978
-5,854,4445.760401
-5,704,4446.457217
-5,693,4447.169094
-5,745,4447.919095
-5,494,4448.418537
-5,508,4448.904769
-5,714,4449.649234
-5,785,4450.495444
-5,472,4450.993941
-5,583,4451.624616
-5,647,4452.264408
-5,811,4453.08493
-5,491,4453.589174
-5,543,4454.160561
-5,422,4461.971722
-5,522,4470.667615
-5,614,4480.900407
-5,456,4488.499961
-5,517,4497.119172
-5,380,4503.450842
-5,647,4514.234468
-5,450,4521.735337
-5,499,4530.051848
-5,500,4538.389189
-5,513,4539.002898
-5,717,4539.745687
-5,480,4540.259708
-5,646,4540.930429
-4,845,4541.899427
-5,453,4542.459042
-5,658,4543.248838
-5,630,4543.9836
-5,681,4544.756707
-5,655,4545.455918
-5,749,4546.22585
-4,873,4547.125403
-4,999,4548.133586
-5,631,4548.806021
-5,594,4549.402142
-5,647,4550.161083
-5,553,4550.853708
-5,407,4551.292267
-5,550,4551.84679
-5,645,4552.589625
-5,613,4553.299973
-5,674,4554.060092
-5,588,4554.821649
-4,664,4555.645525
-5,806,4556.569366
-5,449,4557.110093
-5,559,4557.663927
-5,601,4558.30643
-5,544,4558.87993
-5,565,4559.448318
-5,562,4559.990656
-5,639,4560.664408
-5,451,4561.163134
-5,484,4561.66501
-5,568,4562.258501
-5,605,4562.916191
-5,458,4563.441259
-4,589,4564.083535
-5,423,4564.539741
-4,797,4565.545262
-5,614,4566.216782
-5,589,4566.8833
-5,755,4567.671904
-5,916,4568.604298
-5,420,4569.018973
-5,538,4569.576704
-5,589,4570.172233
-5,681,4570.898512
-4,690,4571.665929
-5,773,4572.515292
-5,539,4573.08368
-5,460,4573.567036
-5,430,4574.048901
-5,556,4574.62184
-5,670,4575.339794
-5,418,4575.768284
-4,731,4576.501288
-5,569,4577.061368
-5,621,4577.744007
-5,671,4578.475418
-5,469,4578.955133
-4,652,4579.620132
-5,490,4580.118219
-5,723,4580.831365
-5,674,4581.485294
-5,642,4582.131458
-5,516,4582.653826
-5,453,4583.104928
-5,644,4583.805866
-5,515,4584.335943
-5,479,4584.836141
-5,693,4585.581688
-5,718,4586.366482
-5,554,4586.950734
-5,503,4587.460657
-4,630,4588.096414
-5,733,4588.839784
-5,512,4589.369476
-4,1143,4590.568161
-5,581,4591.218449
-5,687,4591.930179
-4,692,4592.631414
-5,521,4593.164374
-5,428,4593.611041
-5,546,4594.168699
-5,588,4594.757525
-5,479,4595.234149
-5,548,4595.804644
-5,557,4596.368701
-4,691,4597.063188
-5,586,4597.656841
-5,610,4598.285934
-5,604,4598.906058
-5,570,4599.512192
-4,965,4600.51053
-5,547,4601.056577
-5,474,4601.519884
-4,887,4602.445725
-5,886,4603.362192
